publishedAt,textDisplay,label
2024-01-08T11:19:41Z,anis cocok kemendikbud,1.0
2024-01-08T11:17:18Z,wkw,1.0
2024-01-08T11:16:31Z,maaf ngasih ya,1.0
2024-01-08T11:16:30Z,anti korupsi tuh,0.0
2024-01-08T11:15:36Z,gajaraniesotakmusudah anas bentar lgi no no minum obat panadol,1.0
2024-01-08T11:15:06Z,,1.0
2024-01-08T17:10:24Z,setujuu,1.0
2024-01-08T11:13:50Z,bahas prtahanan prthanan cinta negara all in winnerbuat pk anis yg prabowo dn buka publik salah negara segi cocok utk jdi pimpin mnjaga indonesia dlm negara tpi,1.0
2024-01-08T11:13:47Z,bpk anis baswedan gagas hati ahlaq visi misi rubah salah terus,0.0
2024-01-08T11:13:07Z,prabowo ganjar ngomong pentinganis ngomong,0.0
2024-01-08T11:13:05Z,dukung bowo hancur ni akal cerdas,1.0
2024-01-08T11:12:32Z,bicara mudahlaaa yg mimpin ga mudah coyyyngomong gapang usaha yg susahno no pretttttentar kalou jdi planga plongo,1.0
2024-01-08T11:12:08Z,prabowo ngutang jokowi,1.0
2024-01-08T11:11:41Z,yg aju awal dgn huruf cmungkin atw ya trm ksh perhati,1.0
2024-01-08T11:11:30Z,anisd aniss so tau bangett menhan aja kaga gubernur aja buruk,1.0
2024-01-08T11:11:15Z,serta kalah menang,0.0
2024-01-08T11:11:14Z,bpk jokowi cocok presidenpilihan thn yg sreg,1.0
2024-01-08T11:11:02Z,prabowo frekuensi ganjar ganjar frekuensi anis,0.0
2024-01-08T11:10:29Z,prabowo gabawa catat coy,1.0
2024-01-08T11:09:10Z,wkwkkww utopia bicara anies sia warga php in,1.0
2024-01-08T11:08:13Z,nama debat debat cawapres kmrn jg nyerang ga mw serang mah lbh jgn debat diskusi,0.0
2024-01-08T11:07:45Z,no wahid yes,1.0
2024-01-08T11:07:41Z,tonton bikin ganggu,1.0
2024-01-08T11:05:47Z,halah ngomong doang anisssss mahhhh wkwkwkw lawan lulus fort bragg wkwkwk,0.0
2024-01-08T11:05:41Z,suka,1.0
2024-01-08T11:04:04Z,jokowi dduk forum forum internasional tonton sj duh johan johan,1.0
2024-01-08T11:03:27Z,kali iba prabowo resiko capres,1.0
2024-01-08T11:03:19Z,anies bicara ken ketawa truslucuuu,1.0
2024-01-08T21:54:35Z,anis tp imam mahkdi,1.0
2024-01-08T11:02:47Z,kasih jawab ngajak diskusi luar acara debat wkwk yg pantes jd presiden,1.0
2024-01-08T11:01:47Z,teriak teriak gak etik ga etik gamau ajak salam awowkawok,0.0
2024-01-08T16:09:05Z,otak anis otak partai sehatpkskadrun,1.0
2024-01-08T11:00:10Z,kandidat lebih kurang gak gagas koruptor hukum mati tembak mati kalo batas hukum gak habis nya koruptor negeri initoh tahan udah kaya hotel vip,0.0
2024-01-08T10:58:43Z,ko benget si anis benget benget hayang talempog ku aing sia,0.0
2024-01-08T10:57:53Z,tau kuat serang debat nampaklah takut kalah,0.0
2024-01-08T10:56:42Z,dukung prabowo komen orang,1.0
2024-01-08T10:56:31Z,berisik banget pneonton kalo debat gosah tonton aja,0.0
2024-01-08T12:16:59Z,waduhhh parah ini,1.0
2024-01-08T12:25:36Z,gw lihat statement dri angkat militer amerika bilang indonesia blm izin beli amunisi jet f salah izin operasional yg pada prabowo beli barang izin operasional nya sistem indonesia blm pada mngknya beli yg bekas dgn kondisi prima tuju latih mampu prajurit gw saudara tni ad beli helikopter apache thn izin dri,1.0
2024-01-08T12:29:58Z,hestisaputri iya serius coba org pati anak muda yg anggur yg nya ganjar dlu bangun lapang kerja,1.0
2024-01-08T19:56:10Z,bobot hahaha kosong banget,1.0
2024-01-23T21:33:38Z,all in prabowo,1.0
2024-01-08T10:54:17Z,,1.0
2024-01-09T01:04:58Z,pilih pimpin yg bodo biar ngasih susu makan siang pake uang negara biar bangkrut negara bubar ulah pilih miskin yg butuh blt bulan,1.0
