publishedAt,textDisplay,label
2024-01-10T20:11:33Z,calon presiden tolong selesai jakartatrs janji mu pas gubenur selesai,0.0
2024-01-10T19:55:54Z,anis anis kocak bgt lu,1.0
2024-01-10T19:41:39Z,dukung h prabowo subiyanto,1.0
2024-01-10T19:27:03Z,dulunya dukung bapa anis pas baca pribadi berbica liat sipat lici bapa anis,1.0
2024-01-11T01:10:34Z,bener om sengkuni,0.0
2024-01-12T07:26:08Z,rahasia nya yg coba,1.0
2024-01-10T18:37:09Z,keluarga kampung dukung prabowo,1.0
2024-01-11T10:39:46Z,tuju,1.0
2024-01-11T22:53:09Z,tujuh pk prabowo yg tulus dn sabar,1.0
2024-01-10T18:35:42Z,sikap prilaku anis ganjar mantan gubernur teladan presiden negara indonesia menteri anis pecat jokowi tengah jalan moga prabowogibran percaya rakyat indonesia yg,1.0
2024-01-10T18:35:04Z,andai prabowo sma mahfud satu,1.0
2024-01-10T18:29:46Z,anis ganjar mending ajar dah wkwkw malu banyak omon omon,0.0
2024-01-10T18:28:06Z,prabowo menang amin tumbangamiiiiiin,1.0
2024-01-10T18:08:28Z,c c,1.0
2024-01-10T17:57:48Z,modar we sia anies,1.0
2024-01-10T17:26:00Z,profesooorrr wkwkwwkwk,1.0
2024-01-10T17:14:30Z,anis hati jgn barbar yg jdi juri netuzen yg gak tau isi tp selau goreng yg moga amin lindung allaahaamiin,1.0
2024-01-10T17:14:16Z,anies lupa ngebantu gubernur kacang lupa kulit kacang ngehancurin kulit udh ngelindungi,0.0
2024-01-10T17:13:01Z,best,1.0
2024-01-10T17:11:02Z,selat mas kiberan rakyat,1.0
2024-01-10T17:10:45Z,gua mah yg bahasa manis prabowo ulang yg kampanye debat ambil hati kalimat ramah telinga yg awam dgn baku yg cerdas jawab sesuai isi please udah milu adu gagas kalo personality karakter pilih aja maskot mixue lucu gemes,1.0
2024-01-10T17:10:35Z,pilih,1.0
2024-01-15T02:23:57Z,amelianurdiansyah baper loh visi misi sibuk koreksi tp dapat orang ya mbk njenegan ya silah,0.0
2024-02-13T18:13:26Z,debat yg menteri tahan ya terima la bahas nyapres pulak owalah kocak,1.0
2024-01-12T09:09:00Z,capres yg hati hati calon rakyat yg hati hati pilih,1.0
2024-01-10T16:49:11Z,indonesia hormat ydk gagal hutang maksud dpt hutang gimana ya,1.0
2024-01-10T16:48:58Z,lawan mah wkwkngga fair,1.0
2024-01-10T16:45:11Z,cerdas cermat bkn debat,1.0
2024-01-10T16:43:58Z,klo kandidat nya unggul tunjuk program misi nya caci jatuh kandidat,0.0
2024-01-10T16:42:22Z,omon,1.0
2024-01-10T16:42:22Z,mojokerto,1.0
2024-01-10T16:41:52Z,semangat prabowo,1.0
2024-01-10T16:41:50Z,anis pinter ngomong ga jalan,0.0
2024-01-10T16:39:24Z,komuknya anis ngeselin beuttt pede bangett,1.0
2024-01-11T01:16:00Z,wkwkwk,0.0
2024-01-27T22:47:31Z,jatuh koreksi nama debat bicara visi misi adu argumen dapat,0.0
2024-01-10T16:27:17Z,semangat pk prabowountuk bangsa negara satu indonesia,1.0
2024-01-10T16:27:04Z,debat debat jatuh ga gagas depan nya,0.0
2024-01-10T16:25:01Z,prabowo,1.0
2024-01-10T16:24:37Z,anis top,1.0
2024-01-10T16:18:46Z,all in prabowo,1.0
2024-01-10T16:17:30Z,pawiro milih prabowo blitar hadir,1.0
2024-01-10T16:16:34Z,anis tukang ngibul,1.0
2024-01-10T16:12:36Z,nomor urut,0.0
2024-01-10T16:12:07Z,anis bacoot,1.0
2024-01-10T16:11:52Z,maju prabowo warga jawatengah dukung prabowo,1.0
2024-01-10T16:11:33Z,saudara publik hormat bhinika tunggal ika eling bibit kawitan hidup sepodo podo urip ning madyo alam bawono kerso lil umtukbangun aklak mulia yg mulia allah swt,1.0
2024-01-10T16:08:41Z,ganjar ramah supir kan dukung supir,1.0
2024-01-10T16:08:04Z,ajar syukur leluhur luhur lampah kersane gusti keran allah swt,1.0
2024-01-10T16:05:21Z,pilih no tuk coblos prabowo pilihankusemoga presiden prabowo presiden ku,1.0
2024-01-10T16:02:34Z,prabowo insya allah menang putar,1.0
2024-01-10T16:02:31Z,anis sok pinteremang mnjatuhkan sorang mah smua orng jg pakpak anis cocok bngt emng klw jdi kepala netizen bobot debat kali,1.0
2024-01-10T15:58:43Z,moga manfaat safaat calon kusa pimpin bangsa negara dunia harap bhinika tunggal ika merdeka nyadar indonesia sampun merdeka tinggal ngisi aklak mulia yg mulia allah swt poro leluhur luhur harap seyum nyawang putro wayah sedoyonipun dumugi sakpriki saget trimo ing pandum anugerah rejeki brekah barokah urus dunia akhirat harap utama sadang pangan beteng negara harap mulia lil lampah kersane gusti keran allah swt seni budaya adat nusantara mulia indonesia mulya brekah barokah rahayu alhamdhulillah rahayu nyadar sdh merdeka sejati surat iklas,1.0
2024-01-10T16:05:16Z,niat iklas kerso lampah kersane gusti keran allah swtcukup medang kopi wis maturnuwun alhamdhulullah rahayu selamat utama sehat jasmani rokhani bagas waras akas awas santoso rahayu pikantuk anugerah yg wajib syukur sdh hujan rejeki brekah barokah kagem ngademke politik nuswantara indonesia muliadan perintah nyadar rejeki wujud hujan perintah bayar hujan nihmat rohmat nihmat gusti keran allah swt,1.0
2024-01-10T16:06:54Z,hujan buat gak bayar nihmat titip kagungane panjenengan gusti keran ridho allah swt,1.0
2024-01-10T15:53:53Z,anis ganjar coba ngalah prabowo kayak emang ngebet banget presiden kasihan kalo milu kali gagal hattrick,0.0
2024-01-10T15:51:28Z,tolong deh klo probowo anis ganjar ganjar kasih jabat gua takut,0.0
2024-01-10T15:49:51Z,iya debat sudut individu beliau jabat menhan seolaholah beliau anggap calon capres debat menhan,1.0
2024-01-10T15:48:31Z,phk besar jawa timur giring masyarakat prabowo,1.0
2024-01-10T15:47:40Z,hari segenap rakyat dukung prabowo semangat,1.0
2024-01-10T15:46:50Z,kalok prabowo presidensy berkewarganegaraan indonesia,1.0
2024-01-10T15:45:55Z,moga prabowo menang,1.0
2024-01-10T15:45:42Z,anisss mimpin jakarta aja ga beres gmn mimpin indonesia udah tau aja mending mundur nya boneka partai cari uang ya ken tanah rb hektar sirik manusia,0.0
2024-01-10T15:45:08Z,tonton debat dukung prabowo capres abadi,1.0
2024-01-10T15:44:56Z,anis baswedan tolong pilih wajah anis baswedan penuh sandiwara politikus bibir hidung nyabibirnya bicarahidung nya menghisap bau politik rugi rakyat indonesia,1.0
2024-01-10T15:44:04Z,selamat anis pilih raja ngebacot,1.0
2024-01-10T15:37:32Z,gama the best,1.0
2024-01-12T08:25:19Z,no gayakin gw,1.0
2024-01-12T09:16:35Z,prengky anies mendikbud yg lapor dana menteri uang yg transfer de daerah guru yg nama gk adatrransfer fiktifsudahlahkamu trmasuk rakyat yg dibodohin buzzerada orang cerdas aniesdi judge buzzzernegatif media negatif masifsalam akal sehat,1.0
2024-01-12T14:18:41Z,kalah prestasi prabowo mah,1.0
2024-01-10T15:36:09Z,anis kok omong tok,1.0
2024-01-10T15:36:06Z,buka keburukanaib pimpin yg pimpin keburu salah tuju orang pilih pimpin salah pimpin akibat orang mantap anies,1.0
2024-01-10T15:33:18Z,sih anis pribadi banget bahas nya liat banget kosong otak ga nyambung nya nilai mya minus banget anis model jadiin capres partai yg dukung bpk kaya nya kosong ya nih tongkosong nyaring bunyi nya liat kerja kmrn aja yg beres,0.0
2024-01-10T15:32:49Z,bismillah prabowo menang,1.0
2024-01-10T15:32:48Z,jawa jateng lho,1.0
2024-01-10T15:30:02Z,prabowo gibran,1.0
2024-01-10T15:27:57Z,ga habis pikir calon presiden serang jelek lawan nya,0.0
2024-01-10T15:26:22Z,lihat muka ganjar kaya tuh songong banget,0.0
2024-01-10T15:23:51Z,anis kerucut kemenhan prabowo,1.0
2024-01-10T15:22:23Z,prabowo putar gagas yg brilian karna siap debat,1.0
2024-01-10T15:20:42Z,dukung anis debat kali ganjar menang,0.0
2024-01-10T15:19:39Z,prabowo menang,1.0
2024-01-10T15:19:32Z,dukung karna kasihan paslon dukung karna yg baik indonesia depan,1.0
2024-01-10T15:18:24Z,love prabowo,1.0
2024-01-10T15:13:15Z,prabowo moga jdi presiden bismillah,1.0
2024-01-10T15:12:30Z,abdi masa tua negara all in prabowo,1.0
2024-01-10T15:12:09Z,pilih no,1.0
2024-01-10T14:59:17Z,semut seberang laut gajah pelupuk mata gag profesor anis tau dosen kaca masyarakat yg tunjuk kerja nyata jabat pimpin jakarta,1.0
2024-01-10T14:56:35Z,pas panggil paslon yg gak disebutin gelar y,1.0
