publishedAt,textDisplay,label
2024-01-07T17:15:31Z,all in lampung,
2024-01-07T17:15:31Z,tutup yg bicaraka anis ga erti yg omong cengkonek arah,
2024-01-07T17:15:30Z,anis,
2024-01-07T17:15:25Z,inti gen,
2024-01-07T17:15:16Z,tau watak anis penuh dengki,
2024-01-07T17:15:16Z,anis jago ngibul,
2024-01-07T17:15:04Z,febuari coblos no prabowo gibran insyaallah menang putar,
2024-01-07T17:14:58Z,prabowo yes,
2024-01-07T17:14:52Z,ayo ngopi debat buka gak jelasin dibatasin mari buka data indonesia berat jendral istirahat aja nikmat tua,
2024-01-07T17:14:48Z,ganjar ni bos senggol,
2024-01-07T17:14:47Z,ko paslon byk ada ya mnympaikan tdk sesuai data spy mnjatuhkan paslon unk pimpin negara tdk bl hy hago bicara,
2024-01-07T17:14:34Z,adu debat prediksi anis yg menang kalo urus kerja nyata hadehhhhw ga banget,
2024-01-07T17:14:26Z,wadooohsyereeem kalo capres emosi si wowo,
2024-01-07T17:21:28Z,betulnamanya jilat bangmanis bibir,
2024-01-07T17:22:54Z,yaudah kalo gitu jgn suruh debat suruh makan makan aja diresto,
2024-01-07T17:23:42Z,ga kuasa yg aset ga gerak kalo ga kuasa ga ambisi,
2024-01-07T17:26:03Z,nama debat,
2024-01-07T17:14:20Z,tenangggnanti pake barang rongsok hutang byk udah idr moga ga capai,
2024-01-07T18:12:07Z,buzz to the zeer,
2024-01-07T17:14:14Z,ganjar ocehannnya terlaludi awang,
2024-01-07T17:14:08Z,emang yh tni yg ngecos tni asrama yh,
2024-01-07T17:14:07Z,anis bingung ngejatuhin lawan sih gak tegas visi misi nya,
2024-01-07T17:14:04Z,gak tau gak suka anis kesini nyandu senyum lihat enak adeeem santai sopan moga aja yg mimpin lapang kerja,
2024-01-07T17:14:02Z,prabowo,
2024-01-07T17:14:00Z,prabowo pro ganjar prabowo gk menhan lgi ganjar,
2024-01-07T17:13:50Z,talu omong bukti ga bantu palestina bantu doa doang uangsembako kalo bapa prabowo bukti,
2024-01-07T17:13:48Z,ya anis cocok debator presiden tuju,
2024-01-07T17:13:47Z,pilih anies ntar besok ga makan nasi nya mkan omong,
2024-01-07T17:13:44Z,bnyak yg bilang anis janji sebnarnya indonesia yg janji anis pimpin yg jujur pintar tpi jujur langka,
2024-01-07T17:13:43Z,ps ab bicara etikfakta bilang tolak reklamasi reklamasi jalan bilang atap jis bangun jogging track bilang nyapres ps nyapres nyapres tambah faktafakta lainnyamakjlebs,
2024-01-07T17:13:39Z,prabowo gibranyg terbaikga teoridan ga nyengir,
2024-01-07T17:13:39Z,etika cawapres gimana,
2024-01-07T17:13:34Z,kasih ok oc dp,
2024-01-07T17:13:34Z,ganjar klhtn lbih hebat dlm debat krn tim nya andika mantan panglima yg jenius,
2024-01-07T17:13:31Z,ngibul nis ancam gak tau seblmnya,
